性別_男	年紀_壯年	年紀_中年	年紀_老年	學歷_大學	學歷_研究所以上	學歷_高中職	取消關注他們的粉專或帳號	拒絕觀看他們的發文或影音	在網路上留言或發文指責	其他	因歧視特定國家、種族或性別	因有不同的政治意識型態或價值觀	因不表態支持重要的社會議題	因做出不道德、不正當或不合法行為	因其他	年齡	網路攻擊暴露	網路攻擊行為	政治與公共事務暴露	國民黨溫度	民進黨溫度
0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	34.0	3.6	1.2	2.0	65.0	85.0
1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	24.0	2.8	1.4	3.0	10.0	47.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	32.0	2.6	2.0	2.5	28.0	47.0
1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	35.0	3.8	1.6	3.5	20.0	35.0
0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	24.0	4.0	1.2	2.5	50.0	30.0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	23.0	2.8	1.0	2.5	50.0	50.0
1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	26.0	3.0	2.0	3.75	3.0	50.0
1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	34.0	3.2	1.0	2.75	30.0	5.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	26.0	3.8	2.2	2.5	49.0	49.0
1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	31.0	4.0	1.0	2.5	5.0	91.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	27.0	3.8	2.4	3.0	20.0	20.0
1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	27.0	4.0	2.4	2.5	0.0	50.0
0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	28.0	3.6	1.0	3.25	70.0	60.0
1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	32.0	3.8	1.8	2.75	10.0	10.0
1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	34.0	3.8	1.8	3.25	0.0	35.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	26.0	3.0	1.0	2.75	42.0	51.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	37.0	3.2	2.4	3.25	1.0	75.0
1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	23.0	4.0	2.4	3.5	19.0	25.0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	29.0	2.4	1.6	2.75	50.0	50.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	20.0	3.0	1.4	3.0	37.0	47.0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	29.0	4.0	1.2	3.25	10.0	50.0
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	32.0	3.0	2.0	2.5	0.0	5.0
1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	28.0	2.8	1.0	1.75	7.0	31.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	23.0	3.0	1.0	2.5	15.0	20.0
0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	29.0	3.6	2.6	2.25	4.0	5.0
0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	34.0	3.6	1.0	3.0	2.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	27.0	3.0	1.2	2.5	1.0	50.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	32.0	2.4	1.8	2.5	50.0	50.0
