	feature	feature_idx	coef	se	t	p	r2
53	x406	315	0.0013442163139982877	1.3858161124821835e-05	96.99817327066684	0.0	0.6579420340461846
54	x254	214	0.0012932575585791486	1.3855995091955701e-05	93.33559589162729	0.0	0.6579420340461846
55	x16	13	0.0012374648925372925	1.3859670445046906e-05	89.28530425335842	0.0	0.6579420340461846
56	x246	206	0.001137702426437246	1.386306678532013e-05	82.06715325370726	0.0	0.6579420340461846
57	x87	78	0.0017686208853659134	1.3861155764540577e-05	127.59548448985586	0.0	0.6579420340461846
58	x141	131	-0.012202501902293559	1.3854141386157474e-05	-880.7836994132188	0.0	0.6579420340461846
59	x249	209	-0.00033503524845536795	1.3859815715905686e-05	-24.173138757601055	4.451501937977982e-129	0.6579420340461846
60	x334	269	0.00032836818615781567	1.3862660855821379e-05	23.68724082432726	5.077639196266198e-124	0.6579420340461846
61	x414	323	-0.00032318927015250755	1.3861844572475061e-05	-23.315026255181955	3.23921957494947e-120	0.6579420340461846
62	x354	287	-0.00030109739588833997	1.3854805267601939e-05	-21.73234412701749	1.043684272727028e-104	0.6579420340461846
