	feature	feature_idx	coef	se	t	p	r2
35	x30	27	-0.009374679725637025	8.251539462740552e-05	-113.61128148229747	0.0	0.5355731891847554
36	x163	149	0.0031486372775746583	8.252639948552387e-05	38.15309158285728	0.0	0.5355731891847554
37	x518	398	-0.00874637285601826	8.248840090684711e-05	-106.03154819179251	0.0	0.5355731891847554
38	x486	381	-0.008553675393820268	8.250790797805959e-05	-103.67097655772405	0.0	0.5355731891847554
39	x324	265	-0.008386945402495658	8.250004967518072e-05	-101.65988306087995	0.0	0.5355731891847554
40	x88	79	-0.007983853782610408	8.249962195904561e-05	-96.77442869463991	0.0	0.5355731891847554
41	x474	371	-0.007838614787254007	8.248851661424253e-05	-95.02673958741775	0.0	0.5355731891847554
42	x449	356	-0.007649711776267141	8.254165751449903e-05	-92.67698283043825	0.0	0.5355731891847554
43	x313	258	-0.0072702415469929164	8.254599856606847e-05	-88.07503299113807	0.0	0.5355731891847554
44	x282	230	-0.00719009500746361	8.253270075915345e-05	-87.11813549450795	0.0	0.5355731891847554
45	x512	396	-0.0064521425165533245	8.25276925896824e-05	-78.18154505582251	0.0	0.5355731891847554
46	x541	409	-0.006336425094119344	8.253623166691805e-05	-76.77143681202364	0.0	0.5355731891847554
47	x200	177	-0.006075080678095778	8.253675065836833e-05	-73.60455348238052	0.0	0.5355731891847554
48	x274	223	-0.008700871051301347	8.249429837924202e-05	-105.47239290771083	0.0	0.5355731891847554
49	x339	274	0.003179490270676858	8.250433026486082e-05	38.537253262584514	0.0	0.5355731891847554
50	x141	131	-0.030523467449321058	8.253828511038131e-05	-369.80980896926764	0.0	0.5355731891847554
51	x475	372	0.0033267283610284777	8.248495887992822e-05	40.33133320550153	0.0	0.5355731891847554
52	x106	96	0.004032825208529207	8.255327255537132e-05	48.85118522496189	0.0	0.5355731891847554
53	x100	90	0.007172117158303211	8.254236321753161e-05	86.89013590999157	0.0	0.5355731891847554
54	x240	204	0.006990965241565467	8.253033552366962e-05	84.7078252766883	0.0	0.5355731891847554
55	x525	404	0.007127039754840934	8.256639034567353e-05	86.31889713238978	0.0	0.5355731891847554
56	x589	457	0.006579606960605137	8.252008799468262e-05	79.7333972914463	0.0	0.5355731891847554
57	x361	293	0.006734354252638592	8.246327887669952e-05	81.66488580581317	0.0	0.5355731891847554
58	x220	195	0.006617419108262513	8.249143837690449e-05	80.21946566172645	0.0	0.5355731891847554
59	x208	184	0.006491939402402093	8.247508084065065e-05	78.71395015598846	0.0	0.5355731891847554
60	x478	375	0.006599376169386724	8.251403722995743e-05	79.97883015946726	0.0	0.5355731891847554
61	x102	92	0.006483186599679679	8.251974799139289e-05	78.56527385851807	0.0	0.5355731891847554
62	x107	97	0.006048920095802338	8.252040272093817e-05	73.3021155538729	0.0	0.5355731891847554
63	x587	455	0.006111571968909365	8.254574197530065e-05	74.03860965642626	0.0	0.5355731891847554
64	x223	197	0.005609665380634652	8.252611287535701e-05	67.97442876180523	0.0	0.5355731891847554
65	x246	206	0.005234511580209598	8.252102873531269e-05	63.432456677186664	0.0	0.5355731891847554
66	x480	376	0.005145146897819536	8.25125570163711e-05	62.35592598104434	0.0	0.5355731891847554
67	x488	383	0.005060683039935587	8.24777000778704e-05	61.358197854178755	0.0	0.5355731891847554
68	x66	60	0.005060254294988453	8.256450923135155e-05	61.288492381263545	0.0	0.5355731891847554
69	x437	344	0.004907358975671752	8.250732133361887e-05	59.4778608292083	0.0	0.5355731891847554
70	x406	315	0.004841119393051764	8.254451166878997e-05	58.6485920769241	0.0	0.5355731891847554
71	x561	429	0.004817238350299646	8.252726842173444e-05	58.37147457349957	0.0	0.5355731891847554
72	x114	104	0.004585659922405871	8.253925772244351e-05	55.55731961906134	0.0	0.5355731891847554
73	x440	347	0.00454204329488168	8.254099985350187e-05	55.027723227767275	0.0	0.5355731891847554
74	x287	234	0.0044993728393940115	8.249970066284404e-05	54.538050480714354	0.0	0.5355731891847554
75	x31	28	0.0031360642180104027	8.252196497455621e-05	38.00278167124762	0.0	0.5355731891847554
76	x111	101	0.004567577756843253	8.247824786880681e-05	55.37918026712478	0.0	0.5355731891847554
77	x484	379	0.007801356695331366	8.250248475043579e-05	94.55905139014808	0.0	0.5355731891847554
78	x342	277	0.007968965428909673	8.253637202791727e-05	96.55095363549823	0.0	0.5355731891847554
79	x554	422	0.007522237279155561	8.252785271669979e-05	91.14786137690713	0.0	0.5355731891847554
80	x46	42	0.010439854508929314	8.244884949816171e-05	126.62219755003473	0.0	0.5355731891847554
81	x206	183	0.0035894096674810656	8.254889816589517e-05	43.48222383619918	0.0	0.5355731891847554
82	x413	322	0.003508706045570938	8.246465841482097e-05	42.54799708162418	0.0	0.5355731891847554
83	x29	26	0.0036927695353123663	8.249248465837408e-05	44.76492071496238	0.0	0.5355731891847554
84	x87	78	0.03593464943799191	8.250992179034752e-05	435.5191310118991	0.0	0.5355731891847554
85	x11	9	0.028185422177914646	8.24961917452943e-05	341.6572520697282	0.0	0.5355731891847554
86	x125	115	0.027402041701754237	8.25308774018424e-05	332.0216937514652	0.0	0.5355731891847554
87	x461	364	0.02570140737242065	8.255339480567789e-05	311.3307142961121	0.0	0.5355731891847554
88	x470	367	0.023855285194960833	8.255904191819794e-05	288.94818351450095	0.0	0.5355731891847554
89	x588	456	0.023754094230086682	8.257289235286872e-05	287.67424215413746	0.0	0.5355731891847554
90	x291	238	0.0435345198305167	8.243355829741398e-05	528.1164701570624	0.0	0.5355731891847554
91	x217	192	0.02316053398625715	8.252576155514382e-05	280.6461103758643	0.0	0.5355731891847554
92	x253	213	0.010499543649364982	8.249159143249644e-05	127.28016840306502	0.0	0.5355731891847554
93	x378	302	0.011012302630216513	8.248516933899519e-05	133.50645599039103	0.0	0.5355731891847554
94	x20	17	0.023243650153516298	8.253725377206455e-05	281.6140480964647	0.0	0.5355731891847554
95	x164	150	0.012281217076706616	8.247279506985852e-05	148.91234214026358	0.0	0.5355731891847554
96	x334	269	0.004444558256045668	8.247701331153267e-05	53.88844815776313	0.0	0.5355731891847554
97	x153	141	0.01895460531226642	8.252419913618368e-05	229.68541967898426	0.0	0.5355731891847554
98	x426	333	0.014331144178242971	8.251383253870128e-05	173.6817178079962	0.0	0.5355731891847554
99	x358	291	0.014647806648624702	8.255768618313683e-05	177.42511116568394	0.0	0.5355731891847554
100	x585	453	0.013566503020105269	8.258117058054211e-05	164.2808272725287	0.0	0.5355731891847554
101	x492	387	0.0031022160643457974	8.256922113385092e-05	37.57109515804771	8.18081897559312e-309	0.5355731891847554
102	x572	440	-0.0030133037663574195	8.24981795249985e-05	-36.52570012704743	5.417560546593445e-292	0.5355731891847554
103	x469	366	0.002998105211509956	8.254517716165997e-05	36.32077990017927	9.453780857633306e-289	0.5355731891847554
104	x148	137	-0.0029938272551227954	8.255278673752752e-05	-36.265611052495665	7.002605556490998e-288	0.5355731891847554
105	x85	77	-0.0027590060458313106	8.25254364537378e-05	-33.43218969072593	5.462377735519482e-245	0.5355731891847554
106	x224	198	0.002687962304713933	8.251187621859416e-05	32.57667172169086	1.0107056466446608e-232	0.5355731891847554
107	x128	118	-0.0026493420887935197	8.24876327127964e-05	-32.11805214507658	2.8197750048774923e-226	0.5355731891847554
108	x495	389	0.002569497717164783	8.2467028351533e-05	31.157879318892878	4.46397996191178e-213	0.5355731891847554
109	x95	86	0.0025009081057150084	8.249752445588255e-05	30.314947293387288	8.096497393636493e-202	0.5355731891847554
110	x188	171	-0.0024856894032801915	8.24837309512667e-05	-30.135511265231134	1.8415653191797623e-199	0.5355731891847554
111	x3	2	-0.0024843728511304555	8.251435451099698e-05	-30.108371638529324	4.1730285753067008e-199	0.5355731891847554
112	x161	147	0.0024682707155873848	8.251822167641954e-05	29.91182632687199	1.5266989519155384e-196	0.5355731891847554
113	x337	272	0.002466390955527397	8.251435746149996e-05	29.89044611634018	2.8945448530788964e-196	0.5355731891847554
114	x132	122	0.002453007072295481	8.254686251639069e-05	29.716539157480472	5.176922929620566e-194	0.5355731891847554
115	x135	125	-0.002399400135506458	8.247743106104095e-05	-29.091596387509686	5.016056325521769e-186	0.5355731891847554
116	x302	247	0.0023896901423590316	8.251487533141848e-05	28.96071929771346	2.2461767568123372e-184	0.5355731891847554
117	x209	185	-0.0023826346740752624	8.254833666729354e-05	-28.863509190722258	3.7410740565451884e-183	0.5355731891847554
118	x278	226	0.002334186741931131	8.248146929406605e-05	28.29952911737302	3.795358161052479e-176	0.5355731891847554
119	x268	217	0.002279092530922802	8.249899668245103e-05	27.625699979059316	5.881344244729447e-168	0.5355731891847554
120	x527	406	-0.002268672406693978	8.249071365577795e-05	-27.502155165741762	1.7774342292902136e-166	0.5355731891847554
121	x169	155	0.0022489499052587773	8.257183383437217e-05	27.2362838612724	2.5884673952193927e-163	0.5355731891847554
122	x8	6	0.0022346180199805123	8.254817298951766e-05	27.07047217464491	2.3459059069919574e-161	0.5355731891847554
123	x17	14	0.0021619407734250725	8.254204164275775e-05	26.191995380753482	3.4775606410463925e-151	0.5355731891847554
124	x576	444	-0.002140952376347691	8.257447498500913e-05	-25.92753240921444	3.4493785381270975e-148	0.5355731891847554
125	x160	146	0.0020700704243744113	8.249196783291381e-05	25.094205881563	6.0463365722632616e-139	0.5355731891847554
126	x32	29	0.0020690035969530016	8.250279085822802e-05	25.077983125544893	9.087815593227618e-139	0.5355731891847554
127	x292	239	-0.002055911096208187	8.251690357191101e-05	-24.91502961470824	5.366934741551741e-137	0.5355731891847554
128	x146	135	-0.0020301118989525884	8.25173530984156e-05	-24.602242106958325	1.2514768480228349e-133	0.5355731891847554
129	x387	307	-0.0020156032245438695	8.255064798752978e-05	-24.416564541665977	1.1926555867637534e-131	0.5355731891847554
130	x300	245	0.0019728735031912257	8.253969505476768e-05	23.902117664502665	3.032974650056792e-126	0.5355731891847554
131	x460	363	-0.00196523045417265	8.248278754255953e-05	-23.825946148566196	1.872698889945134e-125	0.5355731891847554
132	x433	340	-0.0019410288715448318	8.250503513763087e-05	-23.526186835832533	2.2872967003628372e-122	0.5355731891847554
133	x391	311	-0.001935794325951463	8.254128299447553e-05	-23.45243804946702	1.2965975415165966e-121	0.5355731891847554
134	x434	341	0.0019199635578748642	8.25226563232212e-05	23.265896220727956	1.0189790314473004e-119	0.5355731891847554
135	x15	12	-0.0018885954965796841	8.250497108545292e-05	-22.890687333537855	5.954302108550864e-116	0.5355731891847554
136	x271	220	-0.0018793403861450426	8.251236505137555e-05	-22.776469744563606	8.11591803756049e-115	0.5355731891847554
137	x472	369	-0.0018582842856188512	8.250735219169126e-05	-22.522650845726524	2.5718987405469593e-112	0.5355731891847554
138	x384	304	-0.0017491841195209498	8.249748008677915e-05	-21.202879381054814	9.213737151405597e-100	0.5355731891847554
139	x113	103	-0.0017360049751985497	8.253874727930865e-05	-21.032606290036856	3.382220797505069e-98	0.5355731891847554
140	x16	13	0.0016812289165560037	8.256581020033981e-05	20.36228933594458	3.691869269605723e-92	0.5355731891847554
141	x226	200	-0.001658430126050249	8.249697068403504e-05	-20.102921504864316	7.101674991846199e-90	0.5355731891847554
142	x172	158	0.001655203331325911	8.252020565719305e-05	20.058158097690487	1.748320435855029e-89	0.5355731891847554
143	x134	124	0.001524780603397374	8.247087111733812e-05	18.488717079609145	2.5830533075556398e-76	0.5355731891847554
144	x335	270	0.0015164609376248873	8.254124241421443e-05	18.372160307629894	2.226656360605208e-75	0.5355731891847554
145	x552	420	0.0015065271311750965	8.249185471278272e-05	18.26273801723177	1.6617222757645719e-74	0.5355731891847554
146	x435	342	0.0015030780976947435	8.251141992450212e-05	18.21660685357322	3.863778954310945e-74	0.5355731891847554
147	x340	275	0.001397166563751597	8.252920560648569e-05	16.92935917029836	2.7618040874509083e-64	0.5355731891847554
148	x59	53	0.0013529550539328168	8.249608882927391e-05	16.400232703549914	1.9225036876085736e-60	0.5355731891847554
149	x229	202	0.001353287105570329	8.253935525745462e-05	16.395658790272726	2.0727949137858956e-60	0.5355731891847554
150	x4	3	-0.0013222499643310685	8.25111199003233e-05	-16.025112323386217	8.604844074414152e-58	0.5355731891847554
151	x54	48	-0.0012648342611633065	8.248972608886155e-05	-15.333233859944832	4.617829274262407e-53	0.5355731891847554
152	x239	203	0.0012051069210594304	8.249822977703203e-05	14.607670059302762	2.5240033041044306e-48	0.5355731891847554
153	x424	331	0.0011776275399157017	8.253625143984972e-05	14.268003687736243	3.481686330891001e-46	0.5355731891847554
154	x198	175	0.0011360566480561871	8.251408181580216e-05	13.768033565376504	3.986745971818325e-43	0.5355731891847554
155	x23	20	-0.0009710712671559833	8.255879744140878e-05	-11.762177953780682	6.12851560041681e-32	0.5355731891847554
156	x84	76	0.0009573929530002924	8.253203616009987e-05	11.600258488026304	4.1178027712948486e-31	0.5355731891847554
157	x154	142	0.0009463237280116606	8.251933439517803e-05	11.467903067174504	1.916574218607673e-30	0.5355731891847554
158	x136	126	0.000901650125196276	8.253764559735696e-05	10.924107644102087	8.85652270072957e-28	0.5355731891847554
159	x438	345	0.0007908704479530375	8.250047562391131e-05	9.586253193961195	9.144049970036623e-22	0.5355731891847554
